item_id,order_id,product_id,quantity,unit_price,discount_percent
870,59,251,1,702.75,56.08
871,298,385,2,166.62,39.93
872,474,96,1,355.45,46.85
873,477,112,5,94.96,73.18
874,205,412,4,335.43,31.73
875,488,118,5,285.59,3.83
876,150,219,2,326.98,3.13
877,64,371,5,791.66,97.86
878,24,434,2,277.15,63.57
879,281,415,1,90.89,87.38
880,538,220,4,672.95,25.94
881,439,351,1,963.73,29.69
882,430,494,2,480.74,68.88
883,448,364,2,913.47,57.03
884,204,80,1,725.5,57.85
885,325,15,2,159.0,45.87
886,325,117,2,794.1,67.39
887,4,462,3,943.89,85.73
888,593,100,4,46.12,74.57
889,560,171,2,604.93,21.61
890,591,15,2,376.55,36.38
891,515,128,3,702.32,64.89
892,361,361,4,829.9,42.58
893,181,470,3,434.1,17.69
894,447,391,5,292.18,65.96
895,102,90,4,807.88,10.38
896,422,107,1,501.44,75.17
897,455,516,5,585.42,3.26
898,217,229,3,779.11,55.16
899,481,128,1,357.11,79.38
900,406,8,4,940.22,78.22
901,271,315,5,840.1,79.51
902,5,425,4,42.35,2.62
903,532,326,3,341.74,95.92
904,401,198,4,620.11,39.33
905,592,440,1,137.58,63.63
906,326,530,2,166.86,23.1
907,591,402,2,844.6,62.73
908,163,331,3,211.72,9.33
909,157,29,-4,621.92,54.37
910,26,134,1,983.58,63.45
911,228,305,3,201.89,84.05
912,53,282,4,92.13,14.38
913,594,106,1,119.82,92.72
914,290,269,1,895.66,9.28
915,213,401,4,109.67,79.54
916,79,216,4,690.46,37.53
917,462,165,3,188.01,1.01
918,33,121,2,976.16,99.37
919,560,6,4,166.8,74.17
920,31,24,1,522.81,76.1
921,118,223,2,39.2,13.86
922,130,275,1,280.93,19.92
923,565,302,1,472.37,80.9
924,410,198,4,257.59,19.79
925,106,320,3,174.0,20.58
926,457,434,4,600.37,27.17
927,393,440,3,207.72,35.29
928,35,524,1,260.53,40.98
929,544,361,5,404.32,11.46
930,191,367,3,252.86,21.52
931,322,126,3,19.54,68.83
932,582,330,3,899.76,56.16
933,218,540,4,225.29,56.1
934,77,432,5,685.31,43.52
935,51,506,3,503.66,99.03
936,464,176,4,605.42,59.12
937,292,19,2,647.23,85.61
938,292,135,1,843.23,40.28
939,41,346,5,648.33,6.95
940,426,309,1,281.93,75.37
941,321,506,4,616.2,39.33
942,125,383,4,938.33,10.27
943,11,143,2,114.08,32.29
944,91,196,4,726.87,81.23
945,54,266,5,884.49,4.31
946,77,271,1,336.04,61.28
947,175,142,4,587.62,11.99
948,599,424,3,640.53,66.82
949,592,490,5,664.66,97.63
950,495,232,3,100.88,76.62
951,249,211,1,698.02,7.51
952,14,222,4,473.47,38.51
953,214,527,4,859.87,76.05
954,158,517,3,114.6,13.01
955,464,526,3,210.99,40.02
956,169,315,1,951.98,57.72
957,110,113,1,248.16,89.41
958,488,464,2,358.44,11.83
959,442,218,5,159.11,50.22
960,452,280,5,376.08,4.91
961,433,199,4,301.07,40.27
962,506,532,5,439.23,68.12
963,225,118,2,62.61,3.57
964,545,104,3,282.7,88.26
965,104,226,4,736.59,87.95
966,176,209,3,354.16,28.8
967,4,97,5,193.23,90.78
968,313,245,5,178.53,68.14
969,467,146,2,962.62,66.6
970,182,271,4,882.44,17.07
971,486,2,1,493.42,24.75
972,18,298,1,837.01,52.53
973,97,103,2,311.56,73.62
974,360,264,4,666.77,25.35
975,362,309,-4,713.06,89.14
976,277,532,5,730.93,2.07
977,146,366,4,502.85,24.44
978,92,199,4,921.44,37.78
979,558,461,1,987.46,87.61
980,358,340,2,397.12,41.73
981,43,533,3,704.82,83.42
982,466,356,1,295.52,96.95
983,151,478,4,684.11,52.32
984,167,311,3,491.96,6.46
985,42,223,-3,290.19,59.31
986,6,441,1,358.73,83.41
987,359,291,1,787.41,50.2
988,89,278,5,151.22,73.31
989,83,298,4,226.67,47.32
990,396,433,3,405.12,90.42
991,319,178,3,568.27,67.89
992,143,205,3,257.52,41.63
993,88,305,2,571.0,62.83
994,448,99,5,147.22,44.19
995,367,480,3,360.65,46.66
996,573,28,4,957.92,42.09
997,310,249,2,584.52,37.31
998,580,301,5,63.0,84.51
999,7,474,2,809.41,87.49
1000,87,57,4,277.47,98.62
1001,100,298,1,569.79,69.06
1002,599,524,1,741.97,5.3
1003,576,508,2,145.04,89.51
1004,319,7,2,807.56,62.37
1005,1,157,2,607.75,12.1
1006,107,486,1,34.41,50.58
1007,125,308,4,410.51,98.27
1008,560,267,2,823.47,68.13
1009,150,23,5,192.96,81.86
1010,560,206,2,481.4,29.0
1011,505,377,1,671.02,39.12
1012,436,152,1,37.69,45.71
1013,595,311,5,43.74,65.04
1014,364,143,5,473.23,72.31
1015,163,367,-3,505.63,86.1
1016,538,400,2,517.91,17.45
1017,577,348,2,464.89,85.87
1018,311,404,2,77.53,83.93
1019,484,185,4,580.28,92.74
1020,332,357,5,588.65,82.99
1021,163,238,1,105.58,10.62
1022,238,243,4,114.38,88.08
1023,431,66,4,71.31,25.05
1024,75,453,1,765.72,60.65
1025,329,111,1,701.74,37.76
1026,201,259,5,496.19,67.88
1027,166,445,2,815.7,80.87
1028,25,99,2,211.5,81.0
1029,418,74,1,347.3,68.24
1030,213,486,5,505.84,35.65
1031,69,450,5,433.24,37.61
1032,131,530,1,305.24,11.79
1033,554,339,2,32.32,82.13
1034,258,400,3,706.24,6.8
1035,77,248,2,854.66,93.18
1036,59,114,5,586.94,93.69
1037,34,347,3,427.19,20.05
1038,561,338,1,924.93,66.33
1039,75,37,1,352.39,7.08
1040,83,491,4,947.13,27.05
1041,509,520,1,232.99,35.03
1042,234,22,4,931.93,2.64
1043,389,19,2,556.97,5.21
1044,441,438,4,554.05,11.56
1045,377,361,1,201.71,43.65
1046,95,11,1,234.85,74.75
1047,16,256,5,814.5,7.66
1048,290,45,2,320.98,60.24
1049,133,408,2,483.91,12.24
1050,557,211,1,499.98,73.52
1051,226,455,3,716.0,94.14
1052,251,540,5,894.05,31.89
1053,56,355,5,901.42,70.55
1054,81,209,5,912.93,84.14
1055,567,216,5,131.52,72.49
1056,241,451,2,653.41,45.38
1057,35,277,-1,285.19,38.42
1058,394,508,1,28.66,38.26
1059,211,389,4,192.58,43.11
1060,33,357,1,937.85,91.01
1061,269,222,3,759.68,34.09
1062,438,59,5,809.32,55.33
1063,548,475,3,429.6,71.92
1064,391,479,5,748.18,92.47
1065,288,281,2,94.68,24.99
1066,585,405,5,48.22,27.43
1067,13,128,3,313.83,66.08
1068,455,474,3,27.09,0.89
1069,492,224,1,414.52,57.96
1070,565,322,1,953.76,44.04
1071,283,266,3,870.36,12.72
1072,51,239,2,123.3,3.85
1073,594,325,5,51.54,71.74
1074,266,264,1,25.96,84.49
1075,46,241,3,356.23,7.75
1076,80,243,4,212.0,57.04
1077,437,290,4,151.65,32.65
1078,418,384,3,475.98,97.35
1079,378,46,5,297.96,15.01
1080,217,321,-5,515.69,78.09
1081,353,221,5,385.05,58.27
1082,81,80,2,959.04,99.23
1083,589,429,5,543.58,12.12
1084,484,538,5,525.13,31.69
1085,301,250,2,335.4,79.9
1086,323,119,3,696.14,44.5
1087,361,518,4,85.68,36.23
1088,460,429,4,237.47,82.78
1089,251,418,2,677.36,66.59
1090,294,350,5,320.71,8.15
1091,152,507,4,636.3,77.26
1092,16,171,2,129.58,26.34
1093,482,104,5,135.13,3.41
1094,171,75,-4,141.05,86.69
1095,363,131,4,408.29,55.69
1096,345,111,3,994.19,4.52
1097,419,461,3,743.29,43.57
1098,188,522,4,92.95,89.56
1099,465,389,5,327.23,17.67
1100,100,238,5,304.38,34.11
1101,538,521,5,845.62,42.67
1102,183,147,3,51.52,94.51
1103,285,322,2,108.47,28.48
1104,499,450,1,231.4,16.93
1105,109,238,3,669.77,14.1
1106,521,173,2,37.08,90.25
1107,200,7,5,493.48,82.24
1108,585,437,3,734.77,52.09
1109,113,123,4,449.96,43.23
1110,141,286,3,734.32,11.65
1111,228,77,3,333.84,50.71
1112,526,76,3,709.74,31.48
1113,534,326,1,198.49,55.82
1114,9,252,1,145.51,37.62
1115,272,482,2,159.92,81.39
1116,204,91,4,951.32,85.72
1117,69,503,-2,562.16,20.85
1118,270,390,2,634.72,23.47
1119,185,308,3,842.28,87.5
1120,402,366,4,547.98,29.54
1121,295,430,2,969.67,32.54
1122,476,327,4,664.01,34.76
1123,496,501,4,605.05,68.72
1124,520,221,1,890.91,78.28
1125,331,268,1,678.24,41.12
1126,267,56,4,275.63,72.82
1127,47,316,3,453.16,22.13
1128,113,338,2,137.92,53.98
1129,93,342,1,913.11,76.68
1130,51,532,5,218.36,53.55
1131,406,235,2,297.29,16.14
1132,221,255,3,940.61,3.61
1133,540,105,1,506.48,79.13
1134,309,25,1,237.71,77.24
1135,127,387,2,658.72,13.12
1136,79,76,3,509.46,70.35
1137,555,156,-4,104.6,58.82
1138,320,332,4,430.9,74.35
1139,208,103,3,271.63,65.61
1140,440,96,4,230.03,40.63
1141,547,519,3,252.17,1.72
1142,382,111,4,457.75,57.79
1143,238,458,1,376.12,56.32
1144,86,98,3,565.28,20.77
1145,86,145,4,409.16,83.81
1146,581,239,5,68.34,49.34
1147,346,155,4,46.14,68.9
1148,6,275,5,693.49,75.5
1149,321,242,4,328.62,70.89
1150,84,108,5,431.45,7.75
1151,166,533,2,750.67,16.62
1152,117,40,4,886.65,49.52
1153,561,429,5,405.41,29.68
1154,278,536,4,329.16,88.95
1155,145,298,5,528.02,20.45
1156,381,532,5,608.47,47.21
1157,139,169,2,529.13,82.94
1158,184,154,1,475.79,99.33
1159,193,205,1,697.1,53.77
1160,480,161,3,76.1,63.63
1161,15,198,2,281.83,82.08
1162,314,377,4,628.26,40.33
1163,208,80,3,596.71,10.3
1164,270,105,2,135.44,52.23
1165,284,485,4,217.21,0.27
1166,94,151,2,151.9,47.55
1167,54,141,1,516.59,43.97
1168,513,121,4,248.37,39.32
1169,364,320,4,840.26,31.7
1170,220,171,1,946.04,83.36
1171,574,453,2,495.19,78.9
1172,446,357,1,186.23,86.61
1173,355,435,4,221.64,55.98
1174,184,11,2,203.88,36.1
1175,318,337,-2,103.17,36.89
1176,14,280,3,43.19,27.5
1177,260,281,4,629.02,97.11
1178,483,466,1,495.4,47.34
1179,40,379,5,38.55,89.43
1180,182,135,2,92.0,83.41
1181,64,322,1,106.5,54.41
1182,18,341,2,838.9,84.82
1183,174,376,3,521.18,94.05
1184,63,67,4,201.01,76.13
1185,86,177,2,448.96,27.55
1186,420,178,2,638.95,84.21
1187,575,360,1,126.54,46.63
1188,475,91,1,125.1,9.06
1189,21,174,1,790.85,21.75
1190,253,316,3,838.94,64.23
1191,136,318,2,62.8,70.59
1192,579,324,2,419.84,83.53
1193,182,303,3,266.76,43.96
1194,593,373,1,355.37,64.18
1195,175,38,4,950.17,58.52
1196,216,445,2,353.45,81.09
1197,516,276,3,99.85,77.34
1198,268,33,3,922.7,51.7
1199,479,331,2,378.56,37.79
1200,331,108,5,633.18,86.93
1201,487,343,1,343.31,90.3
1202,314,167,2,472.17,18.62
1203,468,446,1,733.65,47.36
1204,383,346,2,487.73,40.12
1205,240,520,1,116.78,42.59
1206,411,30,3,172.39,16.64
1207,537,204,3,951.98,56.8
1208,342,56,2,970.62,30.93
1209,470,406,2,173.69,0.08
1210,177,309,2,314.45,18.46
1211,251,158,2,687.87,84.57
1212,164,353,-3,108.91,54.98
1213,484,386,4,833.03,70.62
1214,326,137,1,405.88,32.71
1215,435,404,3,538.77,34.69
1216,183,241,-5,375.44,33.99
1217,408,80,1,649.12,13.81
1218,310,446,2,101.92,38.41
1219,292,319,2,392.95,82.13
1220,432,184,1,171.91,68.23
1221,85,355,1,689.2,10.14
1222,13,165,4,325.84,57.47
1223,12,498,4,657.28,67.02
1224,311,436,4,266.06,63.41
1225,462,515,5,379.1,47.35
1226,374,115,3,787.64,98.07
1227,82,154,5,16.89,94.82
1228,528,466,5,440.54,46.48
1229,502,472,1,373.43,88.92
1230,346,304,3,769.17,2.35
1231,366,428,3,27.34,32.46
1232,366,38,1,535.96,39.62
1233,97,130,2,729.52,63.29
1234,354,470,4,692.1,24.41
1235,42,79,5,333.32,3.83
1236,104,392,5,517.51,72.54
1237,310,433,3,406.73,18.39
1238,82,444,3,965.51,79.36
1239,311,527,5,543.77,79.37
1240,485,221,1,763.11,43.69
1241,47,409,2,910.65,67.82
1242,213,20,-3,784.23,65.72
1243,326,100,3,229.11,1.81
1244,295,472,3,592.04,63.48
1245,488,13,3,349.52,31.96
1246,511,216,4,536.92,17.0
1247,34,81,4,635.07,56.13
1248,543,379,3,310.99,75.09
1249,31,160,4,628.61,16.67
1250,426,24,3,753.87,28.39
1251,385,135,4,384.64,94.88
1252,224,217,1,992.21,57.07
1253,411,419,2,358.5,21.78
1254,372,109,5,667.59,68.68
1255,546,402,3,232.85,40.4
1256,461,161,4,924.67,17.76
1257,343,476,-3,659.63,68.34
1258,429,429,1,416.19,63.64
1259,516,83,5,603.57,73.21
1260,256,171,1,573.61,47.19
1261,24,399,1,556.54,86.34
1262,246,180,2,477.45,71.28
1263,301,67,2,895.5,20.7
1264,455,248,4,798.79,97.28
1265,340,164,5,252.41,72.2
1266,34,417,-1,868.39,99.55
1267,428,267,4,884.52,53.73
1268,547,25,5,444.14,82.78
1269,408,41,1,369.74,71.66
1270,451,439,5,789.55,10.36
1271,594,115,3,724.77,36.65
1272,249,495,3,217.98,9.71
1273,504,251,1,759.41,34.24
1274,462,265,4,572.55,59.44
1275,296,27,2,228.81,37.09
1276,315,163,3,571.96,30.47
1277,159,132,4,155.06,29.23
1278,234,29,4,852.41,58.32
1279,266,373,2,723.93,74.55
1280,175,353,5,647.41,58.71
1281,384,388,5,866.75,48.52
1282,494,180,2,489.16,37.99
1283,317,212,1,232.07,27.83
1284,366,511,1,464.73,91.27
1285,537,234,1,743.96,36.36
1286,102,338,1,512.34,27.15
1287,551,82,5,970.73,5.6
1288,251,263,5,799.3,18.27
1289,468,182,2,49.83,60.91
1290,195,66,5,907.08,13.25
1291,234,250,3,589.82,58.13
1292,53,327,4,792.12,7.31
1293,86,488,4,205.42,54.24
1294,308,10,2,585.9,86.11
1295,454,200,1,593.05,63.49
1296,258,417,4,605.34,49.26
1297,495,527,2,290.92,64.53
1298,255,350,3,282.54,56.13
1299,115,187,3,492.7,31.92
1300,168,184,5,74.9,43.2
1301,454,351,3,641.5,53.86
1302,112,238,2,221.08,50.18
1303,484,106,3,687.9,92.76
1304,159,332,2,164.82,76.64
1305,161,334,2,957.14,98.12
1306,276,235,5,933.52,47.2
1307,314,342,3,729.44,82.92
1308,436,403,3,765.07,0.57
1309,419,363,4,649.33,13.99
1310,20,208,4,216.52,71.67
1311,25,330,3,433.22,38.24
1312,205,221,5,621.38,44.01
1313,249,165,3,332.23,47.97
1314,48,400,5,690.92,90.89
1315,385,61,4,110.43,63.96
1316,449,292,3,119.92,13.43
1317,424,156,1,875.21,58.98
1318,91,449,5,252.77,57.27
1319,299,23,3,149.06,76.99
1320,370,457,3,749.8,21.48
1321,472,371,3,339.68,67.77
1322,24,144,3,128.0,41.08
1323,50,62,4,913.85,51.23
1324,33,517,1,874.35,32.71
1325,589,342,5,638.03,73.44
1326,572,116,5,536.44,79.86
1327,480,196,1,754.39,76.71
1328,477,463,4,890.46,99.43
1329,75,187,2,651.36,33.98
1330,443,22,5,407.45,29.38
1331,20,9,5,232.98,42.71
1332,599,335,3,537.04,65.36
1333,589,364,2,894.31,71.49
1334,152,212,5,315.4,10.09
1335,41,131,5,544.68,95.47
1336,236,214,3,209.68,16.33
1337,223,364,3,37.02,87.76
1338,385,27,4,449.51,74.39
1339,458,450,2,405.19,20.56
1340,128,96,4,969.55,50.67
1341,125,167,5,759.04,12.04
1342,367,325,4,420.98,21.03
1343,369,490,1,262.73,11.2
1344,390,431,-4,406.31,85.75
1345,318,67,3,439.81,84.78
1346,87,400,3,877.18,1.59
1347,332,47,3,149.33,24.9
1348,532,160,-5,148.82,46.98
1349,215,301,1,377.99,41.49
1350,179,532,2,965.65,74.2
1351,113,167,2,39.68,20.41
1352,272,329,4,38.19,2.58
1353,36,148,1,914.44,4.65
1354,538,174,4,166.59,1.49
1355,68,116,2,969.04,46.44
1356,550,451,4,143.06,60.33
1357,481,264,1,136.92,65.64
1358,99,490,3,497.87,83.11
1359,225,528,5,138.51,94.23
1360,98,414,2,289.48,61.5
1361,190,309,2,335.34,97.4
1362,592,274,5,762.29,13.17
1363,149,36,4,750.46,79.98
1364,187,15,1,151.52,3.41
1365,331,12,2,576.37,48.38
1366,592,416,3,457.58,21.48
1367,451,121,5,747.51,65.55
1368,346,191,5,262.73,80.7
1369,468,99,4,671.33,34.24
1370,375,437,5,645.87,96.48
1371,469,114,2,129.07,71.27
1372,315,464,2,441.8,98.43
1373,517,187,1,403.58,94.12
1374,228,18,5,206.69,74.46
1375,156,538,5,56.53,53.32
1376,544,171,5,380.73,10.01
1377,232,156,2,545.41,95.51
1378,286,51,4,959.47,94.89
1379,535,432,3,894.81,46.8
1380,308,1,2,84.12,70.83
1381,69,61,3,757.62,14.03
1382,249,401,4,788.45,64.61
1383,255,359,4,79.83,96.34
1384,412,127,3,728.72,58.59
1385,146,283,2,762.98,1.08
1386,537,106,1,773.94,59.84
1387,306,128,2,545.85,61.0
1388,350,279,2,949.99,4.1
1389,478,437,3,589.13,87.62
1390,231,536,4,112.02,99.76
1391,372,248,5,870.67,66.49
1392,108,287,4,843.9,73.24
1393,337,430,3,670.31,25.12
1394,104,498,3,250.32,49.5
1395,273,107,5,997.33,82.63
1396,580,385,4,610.56,87.04
1397,111,101,4,579.87,11.75
1398,432,404,2,721.11,3.99
1399,588,536,4,46.9,39.87
1400,27,222,4,571.26,2.41
1401,423,30,3,731.77,84.94
1402,353,361,3,973.84,24.87
1403,333,470,4,702.11,63.48
1404,561,330,2,743.3,75.33
1405,92,342,2,358.29,53.82
1406,314,104,2,915.03,9.04
1407,510,191,4,759.0,20.21
1408,449,371,4,757.22,95.93
1409,195,318,-3,909.74,70.02
1410,574,183,5,403.99,69.56
1411,415,270,2,154.31,34.02
1412,395,107,3,846.56,73.63
1413,85,332,3,999.44,44.25
1414,159,281,1,36.1,22.45
1415,232,451,2,651.42,21.6
1416,22,495,1,839.55,41.45
1417,197,423,5,194.2,51.86
1418,397,268,4,709.68,98.19
1419,374,241,3,326.95,35.71
1420,253,132,2,105.66,91.75
1421,549,322,5,113.76,82.63
1422,568,230,2,470.63,57.43
1423,449,510,1,595.15,6.47
1424,460,59,-2,896.88,47.66
1425,363,67,2,955.19,27.61
1426,29,503,3,436.52,76.44
1427,221,463,2,316.73,69.72
1428,584,521,3,946.81,14.42
1429,323,7,5,971.18,5.3
1430,73,66,3,534.47,73.04
1431,184,186,2,39.19,92.88
1432,97,414,1,578.26,94.9
1433,391,486,4,147.12,34.33
1434,182,441,1,880.27,49.97
1435,206,233,2,357.69,64.72
1436,97,537,1,265.19,87.93
1437,61,383,1,104.54,0.17
1438,335,394,-5,313.2,80.0
1439,72,177,5,196.6,62.09
1440,354,100,2,873.38,91.26
1441,182,452,5,709.3,87.97
1442,456,32,2,625.86,93.53
1443,320,299,1,116.7,68.3
1444,103,510,5,201.23,15.53
1445,466,399,5,786.22,94.4
1446,253,375,5,149.97,96.04
1447,414,43,4,364.74,91.66
1448,102,533,4,100.04,65.48
1449,545,535,5,400.24,54.64
1450,139,459,2,765.89,29.3
1451,387,85,4,495.56,49.12
1452,399,314,3,502.64,78.64
1453,57,43,3,196.2,8.92
1454,585,178,5,644.52,73.93
1455,311,395,-5,196.36,96.42
1456,445,521,1,528.74,17.83
1457,46,220,3,107.66,95.0
1458,75,209,2,500.32,57.11
1459,391,211,-5,901.32,11.63
1460,247,339,-3,984.56,98.71
1461,412,46,2,164.37,59.88
1462,433,318,5,212.83,87.87
1463,11,426,3,825.32,37.71
1464,500,260,2,604.13,62.65
1465,460,132,4,666.33,22.3
1466,501,69,1,191.52,32.74
1467,408,292,3,540.9,28.47
1468,123,405,5,824.65,88.4
1469,510,206,1,135.84,99.56
1470,115,235,4,47.65,38.81
1471,70,248,1,441.59,37.09
1472,43,516,2,769.12,18.9
1473,45,15,2,949.1,34.13
1474,359,474,3,208.64,64.41
1475,299,518,4,73.01,18.4
1476,450,26,2,872.62,6.94
1477,295,165,2,151.93,96.42
1478,67,420,1,522.87,1.75
1479,330,380,2,48.05,90.15
1480,4,60,-2,815.57,76.87
1481,37,76,1,29.6,82.4
1482,396,290,4,688.75,38.68
1483,257,354,2,980.33,63.67
1484,157,466,4,541.09,36.01
1485,179,398,2,999.15,88.19
1486,443,308,3,152.54,45.99
1487,412,129,5,841.73,35.29
1488,428,472,4,736.11,44.39
1489,346,334,4,668.72,13.31
1490,223,196,5,572.7,94.8
1491,475,419,5,381.07,30.69
1492,112,464,4,307.32,83.29
1493,205,223,5,344.31,88.99
1494,443,185,4,943.77,2.38
1495,177,280,2,983.8,68.06
1496,589,203,2,159.18,31.65
1497,134,499,2,323.05,93.3
1498,37,100,5,789.09,8.58
1499,55,340,1,854.07,31.33
1500,155,219,3,314.49,6.6
