order_id,customer_id,order_date,status,region_code
513,7.0,2025-10-11 20:43:55,RETURNED,N
514,75.0,2026-03-17 17:37:43,DELIVERED,E
515,89.0,2025-10-14 19:50:57,CANCELLED,W
516,32.0,2025-10-28 19:11:54,SHIPPED,W
517,303.0,2026-01-27 14:13:00,DELIVERED,N
518,145.0,28-01-2026 12:27:16,RETURNED,W
519,88.0,2025-08-11 18:03:50,DELIVERED,S
520,423.0,2026-02-18 04:47:03,SHIPPED,S
521,189.0,2025-10-10 11:04:28,SHIPPED,N
522,186.0,2026-04-28 13:02:46,PLACED,C
523,473.0,14-04-2026 20:06:40,PLACED,E
524,101.0,2025-10-23 21:54:59,DELIVERED,E
525,132.0,2026-03-02 18:38:46,DELIVERED,C
526,72.0,2026-04-14 04:57:55,CANCELLED,E
527,314.0,2026-01-12 04:16:48,RETURNED,E
528,324.0,2026-08-05 12:08:23,DELIVERED,S
529,227.0,2026-02-03 05:29:45,DELIVERED,E
530,138.0,2025-10-08 03:42:57,CANCELLED,W
531,457.0,2026-06-07 10:35:31,RETURNED,N
532,180.0,04-07-2026 11:39:39,DELIVERED,S
533,202.0,2026-07-10 04:17:05,PLACED,N
534,20.0,2025-11-29 23:39:32,RETURNED,C
535,415.0,2025-12-01 12:38:49,PLACED,C
536,267.0,2025-10-03 15:25:17,CANCELLED,S
537,375.0,2026-03-27 10:38:39,RETURNED,E
538,138.0,2026-01-09 16:46:27,CANCELLED,E
539,,2026-07-12 08:07:47,RETURNED,S
540,144.0,2026-08-02 02:09:52,RETURNED,S
541,496.0,14-08-2025 18:23:22,CANCELLED,S
542,65.0,2025-10-29 10:23:35,SHIPPED,C
543,370.0,2026-03-09 00:13:04,PLACED,N
544,332.0,2025-10-03 04:37:53,DELIVERED,E
545,179.0,2026-03-11 22:05:46,RETURNED,N
546,258.0,2026-08-06 20:44:53,RETURNED,W
547,362.0,2025-08-30 16:05:31,CANCELLED,C
548,7.0,2026-06-09 12:09:34,SHIPPED,S
549,79.0,2026-02-03 18:07:29,SHIPPED,S
550,162.0,2025-08-10 21:37:04,PLACED,S
551,425.0,2026-07-03 20:01:12,CANCELLED,W
552,491.0,2026-07-13 16:53:34,CANCELLED,N
553,,2025-12-24 03:33:01,SHIPPED,S
554,41.0,2025-10-31 11:43:09,SHIPPED,E
555,185.0,2025-10-19 08:37:22,RETURNED,N
556,291.0,2026-07-31 04:49:03,RETURNED,W
557,494.0,2025-09-18 20:27:30,RETURNED,S
558,187.0,2026-03-09 14:59:53,SHIPPED,E
559,465.0,11-11-2025 15:07:55,CANCELLED,W
560,136.0,2025-08-23 17:32:08,RETURNED,W
561,154.0,2025-08-09 23:08:32,RETURNED,C
562,40.0,2025-09-07 02:50:09,PLACED,N
563,494.0,2025-11-24 17:28:49,RETURNED,N
564,442.0,2026-03-19 19:14:39,PLACED,C
565,440.0,2026-05-18 14:41:03,CANCELLED,E
566,101.0,2025-09-03 16:04:47,SHIPPED,N
567,291.0,2026-04-12 18:04:03,DELIVERED,S
568,6.0,2025-11-23 22:19:03,RETURNED,C
569,121.0,2025-12-18 05:25:30,SHIPPED,E
570,419.0,2025-10-06 14:15:21,RETURNED,E
571,268.0,2026-02-01 18:58:53,DELIVERED,C
572,283.0,2026-02-19 12:41:34,SHIPPED,W
573,495.0,2026-01-21 06:23:43,CANCELLED,E
574,315.0,2025-10-24 04:16:17,CANCELLED,S
575,122.0,2026-03-26 01:44:07,SHIPPED,N
576,220.0,2025-12-30 02:17:07,RETURNED,C
577,54.0,2026-02-06 03:06:27,PLACED,N
578,149.0,2026-04-30 06:58:43,PLACED,N
579,270.0,05-11-2025 00:00:02,PLACED,W
580,411.0,2026-01-02 14:14:49,RETURNED,N
581,180.0,2026-05-16 12:58:44,SHIPPED,C
582,293.0,2025-09-19 09:09:02,RETURNED,C
583,238.0,2026-01-19 10:53:41,DELIVERED,S
584,1.0,12-05-2026 22:16:45,DELIVERED,W
585,362.0,2026-08-01 02:09:48,SHIPPED,C
586,16.0,28-04-2026 00:23:40,PLACED,C
587,292.0,2025-11-25 12:07:54,RETURNED,E
588,356.0,2026-06-02 02:05:28,RETURNED,S
589,466.0,2025-09-12 07:51:05,DELIVERED,S
590,417.0,2026-01-04 08:25:02,RETURNED,E
591,349.0,2026-05-19 13:51:58,DELIVERED,C
592,257.0,2026-07-18 00:56:08,RETURNED,W
593,250.0,2026-05-19 18:07:50,CANCELLED,W
594,29.0,2025-11-05 08:53:01,CANCELLED,S
595,236.0,2026-01-08 10:41:25,DELIVERED,C
596,10.0,2025-12-27 15:25:22,DELIVERED,N
597,409.0,2026-06-16 05:36:19,PLACED,C
598,183.0,2026-08-05 03:15:07,RETURNED,E
599,188.0,2025-12-15 07:30:29,SHIPPED,W
600,205.0,2026-01-30 19:22:19,DELIVERED,S
